20 74	' ' 't'
20696e6576 697461626c65	' inev' 'itable'
627265 616b696e67	'bre' 'aking'
20756e6365727461696e 7479	' uncertain' 'ty'
2070726f76 69646572	' prov' 'ider'
616374 6f72	'act' 'or'
207061696e 74696e67	' pain' 'ting'
20636f6e74696e 75	' contin' 'u'
206d6f64 657374	' mod' 'est'
206c 656e73	' l' 'ens'
20696e666c75 656e7469616c	' influ' 'ential'
2064657374 696e6174696f6e	' dest' 'ination'
20517565 656e73	' Que' 'ens'
20756e 7265	' un' 're'
204d 6170	' M' 'ap'
666f72 77617264	'for' 'ward'
697a 6174696f6e73	'iz' 'ations'
206368 697073	' ch' 'ips'
6265 696e67	'be' 'ing'
53 757070	'S' 'upp'
20616c6c 79	' all' 'y'
20696e66 656374696f6e	' inf' 'ection'
2064 696d696e	' d' 'imin'
6c65 6164696e67	'le' 'ading'
22 2c22	'"' ',"'
20556e 6976657273	' Un' 'ivers'
206a 6574	' j' 'et'
6b 6573	'k' 'es'
20736f6c65 6c79	' sole' 'ly'
2062656c 74	' bel' 't'
207363 726577	' sc' 'rew'
20696e 617567	' in' 'aug'
2036 33	' 6' '3'
20696e73 697374	' ins' 'ist'
47 6f6f64	'G' 'ood'
59 656168	'Y' 'eah'
7279 696e67	'ry' 'ing'
2054 52	' T' 'R'
204e 69676572	' N' 'iger'
20746865 6674	' the' 'ft'
75 6363657373	'u' 'ccess'
204d 617267	' M' 'arg'
20706f6c6974 696369616e	' polit' 'ician'
20416c 61736b61	' Al' 'aska'
207472616e7370 6172656e6379	' transp' 'arency'
20506c6179 53746174696f6e	' Play' 'Station'
20696e76657374 6564	' invest' 'ed'
2073696e67 6572	' sing' 'er'
20696d6d 756e65	' imm' 'une'
204f7474 617761	' Ott' 'awa'
2070726f76 6973696f6e73	' prov' 'isions'
697374 616e6365	'ist' 'ance'
205374 6f636b	' St' 'ock'
74 6f776e	't' 'own'
2068616e64 6c6564	' hand' 'led'
2070 79	' p' 'y'
6f 76657273	'o' 'vers'
20756e636f6d 666f7274	' uncom' 'fort'
616d70 61	'amp' 'a'
204f6c796d70 696373	' Olymp' 'ics'
204c6f756973 69616e61	' Louis' 'iana'
20696d70 726573736564	' imp' 'ressed'
20696e 626f78	' in' 'box'
204f 696c	' O' 'il'
206f706572 61746f72	' oper' 'ator'
53 44	'S' 'D'
617264 6f	'ard' 'o'
756e74 75	'unt' 'u'
204e6574686572 6c616e6473	' Nether' 'lands'
45 6d	'E' 'm'
2062616c6c 73	' ball' 's'
2074 656e74	' t' 'ent'
696c 6174696f6e	'il' 'ation'
204a 616e65	' J' 'ane'
6e 6f6e	'n' 'on'
20636f6c 6c6567	' col' 'leg'
2062 6f6c	' b' 'ol'
2073696d 696c61726c79	' sim' 'ilarly'
206c6966 657374796c65	' lif' 'estyle'
6f6666 73	'off' 's'
2068656164 6c696e6573	' head' 'lines'
6964 616c	'id' 'al'
20626f 61726473	' bo' 'ards'
726966 696365	'rif' 'ice'
3f 29	'?' ')'
20547265 6b	' Tre' 'k'
636f6d 70	'com' 'p'
20646973 61626c6564	' dis' 'abled'
204b 72	' K' 'r'
7468 7572	'th' 'ur'
616e74 65	'ant' 'e'
6978 656c	'ix' 'el'
205374616e 6c6579	' Stan' 'ley'
206f706572 61746564	' oper' 'ated'
6f6c 6173	'ol' 'as'
20726567617264 6564	' regard' 'ed'
76 6172	'v' 'ar'
205479 7065	' Ty' 'pe'
206c61756e6368 696e67	' launch' 'ing'
2053 4e	' S' 'N'
2072656c 756374	' rel' 'uct'
204578 70	' Ex' 'p'
616368 6d656e74	'ach' 'ment'
77 616c6c	'w' 'all'
44 6f776e	'D' 'own'
204d 6f74686572	' M' 'other'
20766f6c 756e74	' vol' 'unt'
2070686f746f6772617068 73	' photograph' 's'
73 756368	's' 'uch'
206b6964 6e	' kid' 'n'
2044 727567	' D' 'rug'
3f e28099	'?' '’'
207361 6b65	' sa' 'ke'
63 69746174696f6e	'c' 'itation'
206b65 656e	' ke' 'en'
20646574 656e74696f6e	' det' 'ention'
7472 61636b	'tr' 'ack'
72 63	'r' 'c'
20636f6e 7365637574697665	' con' 'secutive'
4f62 616d61	'Ob' 'ama'
2067 796d	' g' 'ym'
20556e 6c696b65	' Un' 'like'
6d 696c6c696f6e	'm' 'illion'
696e 697465	'in' 'ite'
292e 5b	').' '['
20426c 6f6f64	' Bl' 'ood'
67 6f76	'g' 'ov'
2070726f7365637574 6f72	' prosecut' 'or'
2066696c 746572	' fil' 'ter'
2044 61	' D' 'a'
2070726f736563 7574696f6e	' prosec' 'ution'
6b65 6c6579	'ke' 'ley'
207375 636b	' su' 'ck'
6f6e 696e67	'on' 'ing'
616e6775 616765	'angu' 'age'
20636f6e76 696374696f6e	' conv' 'iction'
6967 65	'ig' 'e'
7574 686572	'ut' 'her'
206561727468 7175	' earth' 'qu'
206c65 616e	' le' 'an'
20726f 6c6c6564	' ro' 'lled'
206b 697373	' k' 'iss'
2054 61626c65	' T' 'able'
6172 6d6564	'ar' 'med'
697374 61	'ist' 'a'
20696e 6578	' in' 'ex'
204d6f64 69	' Mod' 'i'
6572616c 64	'eral' 'd'
6f72 617465	'or' 'ate'
20436f72706f72 6174696f6e	' Corpor' 'ation'
2043617074 696f6e	' Capt' 'ion'
74 617269616e	't' 'arian'
20436f72 70	' Cor' 'p'
626974 696f7573	'bit' 'ious'
2062756c 6b	' bul' 'k'
66 69727374	'f' 'irst'
2048616d70 7368697265	' Hamp' 'shire'
206d 616c6573	' m' 'ales'
2046 4f	' F' 'O'
2042 6972	' B' 'ir'
4a 6f	'J' 'o'
2074 65617273	' t' 'ears'
20747261676564 79	' traged' 'y'
206368 6f636f6c617465	' ch' 'ocolate'
206d 6f757365	' m' 'ouse'
20706f 6574	' po' 'et'
2070726573 65727665	' pres' 'erve'
6c6c 6f72	'll' 'or'
2067756964 616e6365	' guid' 'ance'
2046 6174686572	' F' 'ather'
204265 696e67	' Be' 'ing'
205363 6865	' Sc' 'he'
206c65 616b	' le' 'ak'
205068696c697070 696e6573	' Philipp' 'ines'
42 656c	'B' 'el'
20466f7265 7374	' Fore' 'st'
7572 63686573	'ur' 'ches'
206e 75	' n' 'u'
617373 696f6e	'ass' 'ion'
2062 616773	' b' 'ags'
2053 65766572616c	' S' 'everal'
20726563 6b	' rec' 'k'
626c 6f636b	'bl' 'ock'
2064657374 726f	' dest' 'ro'
206578616d 696e6564	' exam' 'ined'
207379 6e64	' sy' 'nd'
20616363657074 696e67	' accept' 'ing'
20656c 61626f72	' el' 'abor'
206d697373 696c6573	' miss' 'iles'
20616273 757264	' abs' 'urd'
72 696e	'r' 'in'
46 757274686572	'F' 'urther'
2062656e65 617468	' bene' 'ath'
206e65 7572	' ne' 'ur'
207061727469636970 6174696e67	' particip' 'ating'
7669726f6e 6d656e7473	'viron' 'ments'
2031 303030	' 1' '000'
2048 616e73	' H' 'ans'
62 6573	'b' 'es'
76 6f	'v' 'o'
206e65696768626f72686f6f64 73	' neighborhood' 's'
75636b 6572	'uck' 'er'
205374616e 666f7264	' Stan' 'ford'
20636f6d7065 6c6c696e67	' compe' 'lling'
207265666c656374 73	' reflect' 's'
2057 79	' W' 'y'
20636f6d706c 61696e6564	' compl' 'ained'
206164 6170	' ad' 'ap'
2062 6f74686572	' b' 'other'
20636f6e74726f 6c6c6572	' contro' 'ller'
206c7578 757279	' lux' 'ury'
20566963746f72 6961	' Victor' 'ia'
204564 6974	' Ed' 'it'
204d6172 63	' Mar' 'c'
20436c 6f7564	' Cl' 'oud'
204772 616e74	' Gr' 'ant'
204d 6f726d	' M' 'orm'
6c 61696d	'l' 'aim'
20746865 61746572	' the' 'ater'
204d6172 696f	' Mar' 'io'
20656e 666f72	' en' 'for'
204e 656c736f6e	' N' 'elson'
207368656c 746572	' shel' 'ter'
7374 7261	'st' 'ra'
626f79 73	'boy' 's'
2066 6572	' f' 'er'
204d65646963 617265	' Medic' 'are'
737065 6564	'spe' 'ed'
2054 616d	' T' 'am'
2066 697473	' f' 'its'
204d65646963 616964	' Medic' 'aid'
206a7572 697364	' jur' 'isd'
6d 6f6e73	'm' 'ons'
6f7573 6573	'ous' 'es'
20706f7374 6572	' post' 'er'
757374 696e67	'ust' 'ing'
203c 2f	' <' '/'
204b 6e69676874	' K' 'night'
20636f6e73 69737473	' cons' 'ists'
e2809d 29	'”' ')'
6f 7070	'o' 'pp'
2070 6f7365	' p' 'ose'
207369676e69666963 616e6365	' signific' 'ance'
2046696c 6d	' Fil' 'm'
20706f 6c6c696e67	' po' 'lling'
2073746f 7070696e67	' sto' 'pping'
667269656e64 6c79	'friend' 'ly'
206f63636173 696f6e73	' occas' 'ions'
2062 6f6e65	' b' 'one'
2044 45	' D' 'E'
20546f6b 796f	' Tok' 'yo'
6e65 67	'ne' 'g'
20527562 696f	' Rub' 'io'
2077697265 6c657373	' wire' 'less'
207265616c 6973746963	' real' 'istic'
20657863 757365	' exc' 'use'
6179 61	'ay' 'a'
204c 6f63616c	' L' 'ocal'
416d 6f6e67	'Am' 'ong'
20496d 6d	' Im' 'm'
45 616368	'E' 'ach'
2056 696e	' V' 'in'
2043 6173	' C' 'as'
204368 726f6e	' Ch' 'ron'
2074 656e73696f6e	' t' 'ension'
206163636f6d70616e 696564	' accompan' 'ied'
20736565 6b73	' see' 'ks'
2047 617264	' G' 'ard'
206261636b 7570	' back' 'up'
6173 6d	'as' 'm'
6f74 696f6e	'ot' 'ion'
2072657365 6d62	' rese' 'mb'
206d616e64 617465	' mand' 'ate'
2053 706f7274	' S' 'port'
20746865 6f726574	' the' 'oret'
656c6c 6f	'ell' 'o'
20436f6e74696e 7565	' Contin' 'ue'
20617373 69737473	' ass' 'ists'
20706f7373 6962696c6974696573	' poss' 'ibilities'
2057 696e746572	' W' 'inter'
205175 657374	' Qu' 'est'
66 697368	'f' 'ish'
656374 73	'ect' 's'
20626574 61	' bet' 'a'
206163637573 6174696f6e73	' accus' 'ations'
20616476 656e74	' adv' 'ent'
20636f6f6b 696e67	' cook' 'ing'
2050 61	' P' 'a'
6961 68	'ia' 'h'
2043 52	' C' 'R'
204368 616d70696f6e73	' Ch' 'ampions'
204162 75	' Ab' 'u'
20737570706f736564 6c79	' supposed' 'ly'
20696e 686162	' in' 'hab'
20536e6f77 64656e	' Snow' 'den'
20656d70686173 6973	' emphas' 'is'
2066696e 697368696e67	' fin' 'ishing'
2044 616c	' D' 'al'
70 696e67	'p' 'ing'
616d62 6c696e67	'amb' 'ling'
2073757374 61696e6564	' sust' 'ained'
506572 68617073	'Per' 'haps'
63 6174	'c' 'at'
204d616c 617973	' Mal' 'ays'
2062656174 656e	' beat' 'en'
2053 4543	' S' 'EC'
697465 6d656e74	'ite' 'ment'
2062 756d70	' b' 'ump'
2050 656172	' P' 'ear'
2064 726573736564	' d' 'ressed'
2061 7761726473	' a' 'wards'
2070726f6a656374 6564	' project' 'ed'
69736d 73	'ism' 's'
2048 6164	' H' 'ad'
204e6f74 68696e67	' Not' 'hing'
2074 6f726e	' t' 'orn'
20696e6e6f76 6174697665	' innov' 'ative'
204576657279 7468696e67	' Every' 'thing'
204d 696e64	' M' 'ind'
20616666656374 73	' affect' 's'
e29480 e29480	'─' '─'
20706f6c 6172	' pol' 'ar'
2070726576656e74 696e67	' prevent' 'ing'
20636f6e737472756374 6564	' construct' 'ed'
20466c 617368	' Fl' 'ash'
626572 79	'ber' 'y'
206c6f6e67 74696d65	' long' 'time'
4154 494f4e	'AT' 'ION'
7468 616c	'th' 'al'
466f6c6c6f77 696e67	'Follow' 'ing'
2066 6564	' f' 'ed'
2053 656374696f6e	' S' 'ection'
206675636b 696e67	' fuck' 'ing'
206572 75	' er' 'u'
2067 617264656e	' g' 'arden'
2033 3630	' 3' '60'
204162 64	' Ab' 'd'
49 4f	'I' 'O'
204f7267616e 697a6174696f6e	' Organ' 'ization'
207370656564 73	' speed' 's'
206f706572 61746f7273	' oper' 'ators'
20536f 6674	' So' 'ft'
696c 7374	'il' 'st'
2067 7574	' g' 'ut'
2046696e 616e6369616c	' Fin' 'ancial'
206472 756d	' dr' 'um'
206d616e 75616c	' man' 'ual'
206f7574 7374616e64696e67	' out' 'standing'
2070617373 776f7264	' pass' 'word'
206d6f727467 616765	' mortg' 'age'
204b 61	' K' 'a'
2048616d 6173	' Ham' 'as'
20656e74 697479	' ent' 'ity'
205079 74686f6e	' Py' 'thon'
63 6f7474	'c' 'ott'
20726563 657373696f6e	' rec' 'ession'
204e 696368	' N' 'ich'
2077 6973646f6d	' w' 'isdom'
204e 6174757265	' N' 'ature'
20646f63756d656e74 6564	' document' 'ed'
2074726164 6564	' trad' 'ed'
20696e74 726967	' int' 'rig'
20537465 616d	' Ste' 'am'
756e 61	'un' 'a'
2049 56	' I' 'V'
2067 6f6c66	' g' 'olf'
204a696d 6d79	' Jim' 'my'
206f63637570 6174696f6e	' occup' 'ation'
204b757264 697368	' Kurd' 'ish'
206f6c64 657374	' old' 'est'
2066 7574	' f' 'ut'
20646f63756d656e74 6174696f6e	' document' 'ation'
206661766f7572 697465	' favour' 'ite'
696f 78	'io' 'x'
20707261 69736564	' pra' 'ised'
207265736964656e74 69616c	' resident' 'ial'
696e63 69616c	'inc' 'ial'
2073706f74 746564	' spot' 'ted'
20636f70 73	' cop' 's'
42 6172	'B' 'ar'
63656e74 757279	'cent' 'ury'
7567 6279	'ug' 'by'
20726576656e 756573	' reven' 'ues'
20436f6d6d 6f6e73	' Comm' 'ons'
205468 697264	' Th' 'ird'
206c6179 657273	' lay' 'ers'
2077616c 6b73	' wal' 'ks'
6f6c6974 616e	'olit' 'an'
204d 41	' M' 'A'
20696e746572616374 696f6e73	' interact' 'ions'
205061747269 6f7473	' Patri' 'ots'
20737572 6765	' sur' 'ge'
6368 617267	'ch' 'arg'
2062 696379	' b' 'icy'
206177 66756c	' aw' 'ful'
2070616e 656c73	' pan' 'els'
20746865 72	' the' 'r'
2063616c63756c 61746564	' calcul' 'ated'
20696e66 616e74	' inf' 'ant'
2063697263 756974	' circ' 'uit'
63 756c6172	'c' 'ular'
44 43	'D' 'C'
2036 37	' 6' '7'
206578706572696d656e74 616c	' experiment' 'al'
e2 82ac	'�' '��'
72 6f6e73	'r' 'ons'
2072656e6577 61626c65	' renew' 'able'
206175746f6d 61746963	' autom' 'atic'
2043 4c	' C' 'L'
206d7973746572 696f7573	' myster' 'ious'
2064 69727479	' d' 'irty'
616e79 616875	'any' 'ahu'
207472 61696e73	' tr' 'ains'
204f74686572 73	' Other' 's'
204c 6164	' L' 'ad'
207468 726573686f6c64	' th' 'reshold'
2074 616c65	' t' 'ale'
7175 6573	'qu' 'es'
204e 617368	' N' 'ash'
2036 38	' 6' '8'
204b 616c	' K' 'al'
206465616c 74	' deal' 't'
2052 68	' R' 'h'
67 616c	'g' 'al'
20726576696577 6564	' review' 'ed'
2036 31	' 6' '1'
e296 88	'�' '�'
6c 696564	'l' 'ied'
207061696e 66756c	' pain' 'ful'
20676c 6f6265	' gl' 'obe'
2043 6974697a	' C' 'itiz'
6f6d 6572	'om' 'er'
20636f 696e	' co' 'in'
6972 73	'ir' 's'
20747269 7073	' tri' 'ps'
205472 7565	' Tr' 'ue'
20416972 706f7274	' Air' 'port'
7265 7175	're' 'qu'
20576179 6e65	' Way' 'ne'
20636c65 61726564	' cle' 'ared'
6572 72	'er' 'r'
2046 6c65	' F' 'le'
206561726e 696e6773	' earn' 'ings'
617264 6564	'ard' 'ed'
7e 7e	'~' '~'
2063726f7373 6564	' cross' 'ed'
42 656e	'B' 'en'
2061646d696e697374 726174697665	' administ' 'rative'
20636f6e76656e 69656e74	' conven' 'ient'
206772617068 6963	' graph' 'ic'
2072 6964657273	' r' 'iders'
2045 6d6572	' E' 'mer'
204e 696b	' N' 'ik'
206c 616479	' l' 'ady'
206c69626572 7479	' liber' 'ty'
2072 616e67696e67	' r' 'anging'
2062 697a61727265	' b' 'izarre'
2070 6f7572	' p' 'our'
206974 6572	' it' 'er'
7574 6f	'ut' 'o'
2042 6168	' B' 'ah'
206865 73	' he' 's'
666f72 6d6572	'for' 'mer'
20646973706c 617973	' displ' 'ays'
2069636f6e 6963	' icon' 'ic'
20656e 7669726f6e6d656e7473	' en' 'vironments'
20726f62 6f7473	' rob' 'ots'
206d6f74686572 73	' mother' 's'
4368 696e61	'Ch' 'ina'
20686f7374 696e67	' host' 'ing'
20616d 626974696f7573	' am' 'bitious'
4d 617274	'M' 'art'
20313938 38	' 198' '8'
6f77 646572	'ow' 'der'
73656c 657373	'sel' 'ess'
20646573 657274	' des' 'ert'
6265 6174	'be' 'at'
20726573 65727665	' res' 'erve'
20736563 756c6172	' sec' 'ular'
4d 6f6e	'M' 'on'
2073656e74 696d656e74	' sent' 'iment'
2070726564 6563	' pred' 'ec'
204d63 446f6e616c64	' Mc' 'Donald'
50 73	'P' 's'
7572 69	'ur' 'i'
6a 616d696e	'j' 'amin'
6973 697665	'is' 'ive'
4f6e 6c79	'On' 'ly'
20636f6e766572 746564	' conver' 'ted'
20436c 696d617465	' Cl' 'imate'
2074697373 7565	' tiss' 'ue'
49 64	'I' 'd'
204d7572 706879	' Mur' 'phy'
204c 61727279	' L' 'arry'
206f72 67	' or' 'g'
2074 756d	' t' 'um'
2041 4650	' A' 'FP'
2046 4f52	' F' 'OR'
2064726f70 73	' drop' 's'
2053 696e	' S' 'in'
204465 6570	' De' 'ep'
7368 6f7265	'sh' 'ore'
44 6964	'D' 'id'
206578706c6f 6974	' explo' 'it'
2050 69	' P' 'i'
204465 616e	' De' 'an'
6f72 69	'or' 'i'
77 6f726473	'w' 'ords'
20526564 73	' Red' 's'
2053756d 6d6572	' Sum' 'mer'
6b 696e64	'k' 'ind'
206372656174 6f72	' creat' 'or'
20726573 6f7274	' res' 'ort'
63 6f756e74	'c' 'ount'
2061646472657373 696e67	' address' 'ing'
2056 6172	' V' 'ar'
20616e 6368	' an' 'ch'
2073 6f6e73	' s' 'ons'
2073616665 6c79	' safe' 'ly'
2068 6964696e67	' h' 'iding'
20617474 6f726e657973	' att' 'orneys'
c3 a5	'�' '�'
20646576617374 6174696e67	' devast' 'ating'
44 45	'D' 'E'
454d 454e54	'EM' 'ENT'
74 776f	't' 'wo'
207370 726179	' sp' 'ray'
20736c656570 696e67	' sleep' 'ing'
75 61626c79	'u' 'ably'
2063726f7373 696e67	' cross' 'ing'
2070 656e73696f6e	' p' 'ension'
2053 6163	' S' 'ac'
207265737472696374 6564	' restrict' 'ed'
20617272657374 73	' arrest' 's'
2077 6f7265	' w' 'ore'
207363727574 696e79	' scrut' 'iny'
2050 6972	' P' 'ir'
4943 45	'IC' 'E'
75 6a	'u' 'j'
20756e66 6f7274756e6174656c79	' unf' 'ortunately'
707574 6572	'put' 'er'
20627572 7374	' bur' 'st'
206c696272 6172696573	' libr' 'aries'
20646570617274 6d656e7473	' depart' 'ments'
206d757264 65726564	' murd' 'ered'
20636f6d706574 69746f7273	' compet' 'itors'
2044 72697665	' D' 'rive'
207768 6973	' wh' 'is'
20616c 69676e	' al' 'ign'
20636f6e7461696e 6572	' contain' 'er'
70 696e	'p' 'in'
20617661696c 6162696c697479	' avail' 'ability'
206e6577736c6574 74657273	' newslet' 'ters'
2066696c 696e67	' fil' 'ing'
2053696e67 68	' Sing' 'h'
6b 77617264	'k' 'ward'
2061646f70 74696f6e	' adop' 'tion'
61696c 696e67	'ail' 'ing'
206e65777370 6170657273	' newsp' 'apers'
206d 697363	' m' 'isc'
6f 6a	'o' 'j'
6174 746572	'at' 'ter'
2070726f64756374 6976697479	' product' 'ivity'
20746f 7373	' to' 'ss'
62 6574	'b' 'et'
207265 69676e	' re' 'ign'
206275696c64 73	' build' 's'
2053 45	' S' 'E'
2064697363 72696d696e	' disc' 'rimin'
20707265676e 616e6379	' pregn' 'ancy'
204e 53	' N' 'S'
63656c 6f6e61	'cel' 'ona'
206f766572 6e69676874	' over' 'night'
20696e646963 6174696f6e	' indic' 'ation'
20617070656172 696e67	' appear' 'ing'
207075626c 6973686572	' publ' 'isher'
20656172 6e696e67	' ear' 'ning'
69676874 696e67	'ight' 'ing'
6172 69616e73	'ar' 'ians'
20636f6d62 696e65	' comb' 'ine'
2076696577 696e67	' view' 'ing'
2064 7574696573	' d' 'uties'
4153 48	'AS' 'H'
6f79 64	'oy' 'd'
204d616e 6e696e67	' Man' 'ning'
2066 697368696e67	' f' 'ishing'
6d 6170	'm' 'ap'
207265666c656374 6564	' reflect' 'ed'
6973 6f6465	'is' 'ode'
617269 6f73	'ari' 'os'
20756e636f6d666f7274 61626c65	' uncomfort' 'able'
204d6167 617a696e65	' Mag' 'azine'
2074 75	' t' 'u'
205768 6974	' Wh' 'it'
20726567 726574	' reg' 'ret'
676f 7665726e6d656e74	'go' 'vernment'
206d 756e69636970616c	' m' 'unicipal'
2046757274686572 6d6f7265	' Further' 'more'
6e 616d6564	'n' 'amed'
2054 616e	' T' 'an'
436865 636b	'Che' 'ck'
67 656e6365	'g' 'ence'
64 617461	'd' 'ata'
204e 6174697665	' N' 'ative'
6167 75	'ag' 'u'
64 6576	'd' 'ev'
20686f72 7269626c65	' hor' 'rible'
6163 63657074	'ac' 'cept'
62 61626c79	'b' 'ably'
206368656d6963616c 73	' chemical' 's'
2072656c 6965	' rel' 'ie'
20616e 6f6e796d	' an' 'onym'
2063 617665	' c' 'ave'
6f 6f70	'o' 'op'
207365706172 61746564	' separ' 'ated'
4d6179 6265	'May' 'be'
75 656c73	'u' 'els'
20736f70686973746963 61746564	' sophistic' 'ated'
57 6f726c64	'W' 'orld'
2072 6976616c73	' r' 'ivals'
207265 7761726473	' re' 'wards'
2046 6967	' F' 'ig'
6f72 6961	'or' 'ia'
2076 6961626c65	' v' 'iable'
20646573 6572766573	' des' 'erves'
207072 6963696e67	' pr' 'icing'
656c6c 6572	'ell' 'er'
20616374 6564	' act' 'ed'
205068 7973	' Ph' 'ys'
2057696b 69	' Wik' 'i'
2072656c 617469766573	' rel' 'atives'
20696e 6475	' in' 'du'
204d 616e64	' M' 'and'
2077696e 6e657273	' win' 'ners'
207265 63657074	' re' 'cept'
204d6164 726964	' Mad' 'rid'
20736c 696465	' sl' 'ide'
20707265706172 6174696f6e	' prepar' 'ation'
20657175 6970706564	' equ' 'ipped'
76657273 696f6e	'vers' 'ion'
2072 697475616c	' r' 'itual'
206c696d6974 6174696f6e73	' limit' 'ations'
204368 726f6d65	' Ch' 'rome'
65726e 656c	'ern' 'el'
20496e 6e	' In' 'n'
20313938 34	' 198' '4'
20636f6d706c6578 697479	' complex' 'ity'
20616d6f6e67 7374	' among' 'st'
20526f6e 616c64	' Ron' 'ald'
203d 3d	' =' '='
206d656368616e69736d 73	' mechanism' 's'
207065 6572	' pe' 'er'
20636f6d6d 6f64	' comm' 'od'
6c6573 68	'les' 'h'
20706172616d 6574657273	' param' 'eters'
2046 656465726174696f6e	' F' 'ederation'
2066697265 61726d73	' fire' 'arms'
20636172 72696572	' car' 'rier'
2062 6970	' b' 'ip'
20746f 62	' to' 'b'
204e 617a	' N' 'az'
2073756767657374 696f6e73	' suggest' 'ions'
73 697a65	's' 'ize'
204865 617274	' He' 'art'
69 6f7273	'i' 'ors'
204e 61	' N' 'a'
2064656c6179 6564	' delay' 'ed'
204854 4d4c	' HT' 'ML'
20426c 75	' Bl' 'u'
206578706c 6f72696e67	' expl' 'oring'
206d65 657473	' me' 'ets'
77696e 6e696e67	'win' 'ning'
20746f75 67	' tou' 'g'
20313938 36	' 198' '6'
20636f 6f7264	' co' 'ord'
20546169 77616e	' Tai' 'wan'
206c69676874 696e67	' light' 'ing'
20637572 7665	' cur' 've'
207374617274 7570	' start' 'up'
20436f6c6c 696e73	' Coll' 'ins'
656d 6974	'em' 'it'
20696e74656c6c6967 656e74	' intellig' 'ent'
556e 666f7274756e6174656c79	'Un' 'fortunately'
2067 686f7374	' g' 'host'
2063656c656272 61746564	' celebr' 'ated'
204d697373697373 69707069	' Mississ' 'ippi'
206162 756e64	' ab' 'und'
206365 617365	' ce' 'ase'
617265 72	'are' 'r'
20696e746572 76656e	' inter' 'ven'
2f 2e	'/' '.'
207175696574 6c79	' quiet' 'ly'
20656e73 7572696e67	' ens' 'uring'
2050 6f6c6c	' P' 'oll'
2044 6f6d696e	' D' 'omin'
58 58	'X' 'X'
4154 4544	'AT' 'ED'
62 75726e	'b' 'urn'
20726562 656c	' reb' 'el'
204c 756b65	' L' 'uke'
206e69676874 73	' night' 's'
206d 6d	' m' 'm'
7175 6572	'qu' 'er'
20636f6c6c656374 696e67	' collect' 'ing'
3230 3131	'20' '11'
207472616e736c 6174696f6e	' transl' 'ation'
20776f726c64 73	' world' 's'
20646574 61696e6564	' det' 'ained'
206f72 616e6765	' or' 'ange'
204d6343 6f6e	' McC' 'on'
70726f66 696c65	'prof' 'ile'
4441 59	'DA' 'Y'
206265 6566	' be' 'ef'
20656d706c6f79 6572	' employ' 'er'
2044 5644	' D' 'VD'
204c65 76656c	' Le' 'vel'
50 6174	'P' 'at'
6163 696573	'ac' 'ies'
20726164 6172	' rad' 'ar'
2053 6578	' S' 'ex'
5768 697465	'Wh' 'ite'
20696e7374616c6c 6174696f6e	' install' 'ation'
20426c 6f636b	' Bl' 'ock'
2064656c69766572 696e67	' deliver' 'ing'
2064657369676e 61746564	' design' 'ated'
20636f 696e73	' co' 'ins'
4d696368 61656c	'Mich' 'ael'
656d 696e	'em' 'in'
206d 6967726174696f6e	' m' 'igration'
20646562 61746573	' deb' 'ates'
2029 3b	' )' ';'
5448 45	'TH' 'E'
6f64 61	'od' 'a'
20706c6564 6765	' pled' 'ge'
204d656c 626f75726e65	' Mel' 'bourne'
20636174 617374	' cat' 'ast'
2045 43	' E' 'C'
206772 616e7473	' gr' 'ants'
206361 7574696f6e	' ca' 'ution'
206f6666 736561736f6e	' off' 'season'
206e6f74 61626c79	' not' 'ably'
52 4f	'R' 'O'
20627567 73	' bug' 's'
207461626c65 74	' table' 't'
6879 7468	'hy' 'th'
207468656d 6573	' them' 'es'
75 61746573	'u' 'ates'
204578 7072657373	' Ex' 'press'
2077 726170	' w' 'rap'
6e 61747572616c	'n' 'atural'
20676f6c64 656e	' gold' 'en'
2064656c6567 61746573	' deleg' 'ates'
4164 766572746973656d656e7473	'Ad' 'vertisements'
41 7474	'A' 'tt'
20636f7572 736573	' cour' 'ses'
e280 b3	'�' '�'
20636f756e74 6c657373	' count' 'less'
20456167 6c6573	' Eag' 'les'
2044 697363	' D' 'isc'
2042 6162	' B' 'ab'
207769746e657373 6564	' witness' 'ed'
2067726164 75616c6c79	' grad' 'ually'
20517565 626563	' Que' 'bec'
616c 6964	'al' 'id'
20636f6d6d 616e6473	' comm' 'ands'
20437562 61	' Cub' 'a'
63 6f6465	'c' 'ode'
20436f616c 6974696f6e	' Coal' 'ition'
2074 656e6473	' t' 'ends'
2076696f6c 61746564	' viol' 'ated'
206d65616e 7768696c65	' mean' 'while'
656374 6564	'ect' 'ed'
207073796368 696174	' psych' 'iat'
6d6564 6961	'med' 'ia'
204f 77	' O' 'w'
2064656d6f6e7374 726174696f6e	' demonst' 'ration'
70 6f74	'p' 'ot'
2064656d 6f	' dem' 'o'
2043 726974	' C' 'rit'
2050 6f64	' P' 'od'
666f726d 616e6365	'form' 'ance'
20636f6d6d656e74 617279	' comment' 'ary'
776974 7a6572	'wit' 'zer'
2053776564 697368	' Swed' 'ish'
20616e6e 75616c6c79	' ann' 'ually'
20666f72 62	' for' 'b'
2070 656e64696e67	' p' 'ending'
6f6e64 73	'ond' 's'
204865 6174	' He' 'at'
2045 7665	' E' 've'
206f6273657276 6174696f6e73	' observ' 'ations'
207468 726f	' th' 'ro'
6f72 6963616c	'or' 'ical'
617468 6f6e	'ath' 'on'
